Node: Region, Dystopia Residual, None, None, None, pie, 2.498310553789607 Score: 1.486363823168189e+61 Less Than: 1064
Node: Freedom, Economy (GDP per Capita), None, None, None, scatter, 0.10964526641739963 Score: 7.857211792060043e+23 Less Than: 577
Node: Economy (GDP per Capita), Freedom, None, None, orderX, scatter, 0.10964526641739963 Score: 7.857211792060043e+23 Less Than: 577
Node: Economy (GDP per Capita), Freedom, None, None, orderY, scatter, 0.10964526641739963 Score: 7.857211792060043e+23 Less Than: 577
Node: Freedom, Economy (GDP per Capita), None, None, orderX, scatter, 0.10964526641739963 Score: 7.857211792060043e+23 Less Than: 577
Node: Freedom, Economy (GDP per Capita), None, None, orderY, scatter, 0.10964526641739963 Score: 7.857211792060043e+23 Less Than: 577
Node: Economy (GDP per Capita), Trust (Government Corruption), None, None, None, scatter, 0.08694021008354974 Score: 1.1224588274371485e+23 Less Than: 571
Node: Trust (Government Corruption), Economy (GDP per Capita), None, None, None, scatter, 0.08694021008354974 Score: 1.1224588274371485e+23 Less Than: 571
Node: Economy (GDP per Capita), Trust (Government Corruption), None, None, orderX, scatter, 0.08694021008354974 Score: 1.1224588274371485e+23 Less Than: 571
Node: Economy (GDP per Capita), Trust (Government Corruption), None, None, orderY, scatter, 0.08694021008354974 Score: 1.1224588274371485e+23 Less Than: 571
Node: Trust (Government Corruption), Economy (GDP per Capita), None, None, orderX, scatter, 0.08694021008354974 Score: 1.1224588274371485e+23 Less Than: 571
Node: Trust (Government Corruption), Economy (GDP per Capita), None, None, orderY, scatter, 0.08694021008354974 Score: 1.1224588274371485e+23 Less Than: 571
Node: Trust (Government Corruption), Generosity, None, None, None, scatter, 0.08380960444083661 Score: 1.603512610624501e+22 Less Than: 565
Node: Generosity, Trust (Government Corruption), None, None, None, scatter, 0.08380960444083661 Score: 1.603512610624501e+22 Less Than: 565
Node: Trust (Government Corruption), Generosity, None, None, orderX, scatter, 0.08380960444083661 Score: 1.603512610624501e+22 Less Than: 565
Node: Trust (Government Corruption), Generosity, None, None, orderY, scatter, 0.08380960444083661 Score: 1.603512610624501e+22 Less Than: 565
Node: Generosity, Trust (Government Corruption), None, None, orderX, scatter, 0.08380960444083661 Score: 1.603512610624501e+22 Less Than: 565
Node: Generosity, Trust (Government Corruption), None, None, orderY, scatter, 0.08380960444083661 Score: 1.603512610624501e+22 Less Than: 565
Node: Happiness Score, Happiness Rank, None, None, None, bar, 0.06688963210702341 Score: 6.414050442498018e+20 Less Than: 541
Node: Happiness Score, Economy (GDP per Capita), None, None, None, bar, 0.06688963210702341 Score: 6.414050442498018e+20 Less Than: 541
Node: Happiness Score, Family, None, None, None, bar, 0.06688963210702341 Score: 6.414050442498018e+20 Less Than: 541
Node: Happiness Score, Health (Life Expectancy), None, None, None, bar, 0.06688963210702341 Score: 6.414050442498018e+20 Less Than: 541
Node: Happiness Score, Freedom, None, None, None, bar, 0.06688963210702341 Score: 6.414050442498018e+20 Less Than: 541
Node: Happiness Score, Trust (Government Corruption), None, None, None, bar, 0.06688963210702341 Score: 6.414050442498018e+20 Less Than: 541
Node: Happiness Score, Generosity, None, None, None, bar, 0.06688963210702341 Score: 6.414050442498018e+20 Less Than: 541
Node: Happiness Score, Dystopia Residual, None, None, None, bar, 0.06688963210702341 Score: 6.414050442498018e+20 Less Than: 541
Node: Happiness Score, Happiness Rank, None, None, orderX, bar, 0.06688963210702341 Score: 6.414050442498018e+20 Less Than: 541
Node: Happiness Score, Happiness Rank, None, None, orderY, bar, 0.06688963210702341 Score: 6.414050442498018e+20 Less Than: 541
Node: Happiness Score, Economy (GDP per Capita), None, None, orderX, bar, 0.06688963210702341 Score: 6.414050442498018e+20 Less Than: 541
Node: Happiness Score, Economy (GDP per Capita), None, None, orderY, bar, 0.06688963210702341 Score: 6.414050442498018e+20 Less Than: 541
Node: Happiness Score, Family, None, None, orderX, bar, 0.06688963210702341 Score: 6.414050442498018e+20 Less Than: 541
Node: Happiness Score, Family, None, None, orderY, bar, 0.06688963210702341 Score: 6.414050442498018e+20 Less Than: 541
Node: Happiness Score, Health (Life Expectancy), None, None, orderX, bar, 0.06688963210702341 Score: 6.414050442498018e+20 Less Than: 541
Node: Happiness Score, Health (Life Expectancy), None, None, orderY, bar, 0.06688963210702341 Score: 6.414050442498018e+20 Less Than: 541
Node: Happiness Score, Freedom, None, None, orderX, bar, 0.06688963210702341 Score: 6.414050442498018e+20 Less Than: 541
Node: Happiness Score, Freedom, None, None, orderY, bar, 0.06688963210702341 Score: 6.414050442498018e+20 Less Than: 541
Node: Happiness Score, Trust (Government Corruption), None, None, orderX, bar, 0.06688963210702341 Score: 6.414050442498018e+20 Less Than: 541
Node: Happiness Score, Trust (Government Corruption), None, None, orderY, bar, 0.06688963210702341 Score: 6.414050442498018e+20 Less Than: 541
Node: Happiness Score, Generosity, None, None, orderX, bar, 0.06688963210702341 Score: 6.414050442498018e+20 Less Than: 541
Node: Happiness Score, Generosity, None, None, orderY, bar, 0.06688963210702341 Score: 6.414050442498018e+20 Less Than: 541
Node: Happiness Score, Dystopia Residual, None, None, orderX, bar, 0.06688963210702341 Score: 6.414050442498018e+20 Less Than: 541
Node: Happiness Score, Dystopia Residual, None, None, orderY, bar, 0.06688963210702341 Score: 6.414050442498018e+20 Less Than: 541
Node: Freedom, Happiness Rank, None, None, None, bar, 0.06493506493506493 Score: 2.5656201769992077e+19 Less Than: 517
Node: Freedom, Happiness Score, None, None, None, bar, 0.06493506493506493 Score: 2.5656201769992077e+19 Less Than: 517
Node: Freedom, Economy (GDP per Capita), None, None, None, bar, 0.06493506493506493 Score: 2.5656201769992077e+19 Less Than: 517
Node: Freedom, Family, None, None, None, bar, 0.06493506493506493 Score: 2.5656201769992077e+19 Less Than: 517
Node: Freedom, Health (Life Expectancy), None, None, None, bar, 0.06493506493506493 Score: 2.5656201769992077e+19 Less Than: 517
Node: Freedom, Trust (Government Corruption), None, None, None, bar, 0.06493506493506493 Score: 2.5656201769992077e+19 Less Than: 517
Node: Freedom, Generosity, None, None, None, bar, 0.06493506493506493 Score: 2.5656201769992077e+19 Less Than: 517
Node: Freedom, Dystopia Residual, None, None, None, bar, 0.06493506493506493 Score: 2.5656201769992077e+19 Less Than: 517
Node: Freedom, Happiness Rank, None, None, orderX, bar, 0.06493506493506493 Score: 2.5656201769992077e+19 Less Than: 517
Node: Freedom, Happiness Rank, None, None, orderY, bar, 0.06493506493506493 Score: 2.5656201769992077e+19 Less Than: 517
Node: Freedom, Happiness Score, None, None, orderX, bar, 0.06493506493506493 Score: 2.5656201769992077e+19 Less Than: 517
Node: Freedom, Happiness Score, None, None, orderY, bar, 0.06493506493506493 Score: 2.5656201769992077e+19 Less Than: 517
Node: Freedom, Economy (GDP per Capita), None, None, orderX, bar, 0.06493506493506493 Score: 2.5656201769992077e+19 Less Than: 517
Node: Freedom, Economy (GDP per Capita), None, None, orderY, bar, 0.06493506493506493 Score: 2.5656201769992077e+19 Less Than: 517
Node: Freedom, Family, None, None, orderX, bar, 0.06493506493506493 Score: 2.5656201769992077e+19 Less Than: 517
Node: Freedom, Family, None, None, orderY, bar, 0.06493506493506493 Score: 2.5656201769992077e+19 Less Than: 517
Node: Freedom, Health (Life Expectancy), None, None, orderX, bar, 0.06493506493506493 Score: 2.5656201769992077e+19 Less Than: 517
Node: Freedom, Health (Life Expectancy), None, None, orderY, bar, 0.06493506493506493 Score: 2.5656201769992077e+19 Less Than: 517
Node: Freedom, Trust (Government Corruption), None, None, orderX, bar, 0.06493506493506493 Score: 2.5656201769992077e+19 Less Than: 517
Node: Freedom, Trust (Government Corruption), None, None, orderY, bar, 0.06493506493506493 Score: 2.5656201769992077e+19 Less Than: 517
Node: Freedom, Generosity, None, None, orderX, bar, 0.06493506493506493 Score: 2.5656201769992077e+19 Less Than: 517
Node: Freedom, Generosity, None, None, orderY, bar, 0.06493506493506493 Score: 2.5656201769992077e+19 Less Than: 517
Node: Freedom, Dystopia Residual, None, None, orderX, bar, 0.06493506493506493 Score: 2.5656201769992077e+19 Less Than: 517
Node: Freedom, Dystopia Residual, None, None, orderY, bar, 0.06493506493506493 Score: 2.5656201769992077e+19 Less Than: 517
Node: Health (Life Expectancy), Happiness Rank, None, None, None, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Health (Life Expectancy), Happiness Score, None, None, None, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Health (Life Expectancy), Economy (GDP per Capita), None, None, None, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Health (Life Expectancy), Family, None, None, None, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Health (Life Expectancy), Freedom, None, None, None, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Health (Life Expectancy), Trust (Government Corruption), None, None, None, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Health (Life Expectancy), Generosity, None, None, None, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Health (Life Expectancy), Dystopia Residual, None, None, None, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Trust (Government Corruption), Happiness Rank, None, None, None, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Trust (Government Corruption), Happiness Score, None, None, None, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Trust (Government Corruption), Economy (GDP per Capita), None, None, None, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Trust (Government Corruption), Family, None, None, None, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Trust (Government Corruption), Health (Life Expectancy), None, None, None, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Trust (Government Corruption), Freedom, None, None, None, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Trust (Government Corruption), Generosity, None, None, None, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Trust (Government Corruption), Dystopia Residual, None, None, None, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Health (Life Expectancy), Happiness Rank, None, None, orderX, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Health (Life Expectancy), Happiness Rank, None, None, orderY, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Health (Life Expectancy), Happiness Score, None, None, orderX, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Health (Life Expectancy), Happiness Score, None, None, orderY, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Health (Life Expectancy), Economy (GDP per Capita), None, None, orderX, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Health (Life Expectancy), Economy (GDP per Capita), None, None, orderY, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Health (Life Expectancy), Family, None, None, orderX, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Health (Life Expectancy), Family, None, None, orderY, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Health (Life Expectancy), Freedom, None, None, orderX, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Health (Life Expectancy), Freedom, None, None, orderY, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Health (Life Expectancy), Trust (Government Corruption), None, None, orderX, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Health (Life Expectancy), Trust (Government Corruption), None, None, orderY, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Health (Life Expectancy), Generosity, None, None, orderX, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Health (Life Expectancy), Generosity, None, None, orderY, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Health (Life Expectancy), Dystopia Residual, None, None, orderX, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Health (Life Expectancy), Dystopia Residual, None, None, orderY, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Trust (Government Corruption), Happiness Rank, None, None, orderX, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Trust (Government Corruption), Happiness Rank, None, None, orderY, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Trust (Government Corruption), Happiness Score, None, None, orderX, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Trust (Government Corruption), Happiness Score, None, None, orderY, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Trust (Government Corruption), Economy (GDP per Capita), None, None, orderX, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Trust (Government Corruption), Economy (GDP per Capita), None, None, orderY, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Trust (Government Corruption), Family, None, None, orderX, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Trust (Government Corruption), Family, None, None, orderY, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Trust (Government Corruption), Health (Life Expectancy), None, None, orderX, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Trust (Government Corruption), Health (Life Expectancy), None, None, orderY, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Trust (Government Corruption), Freedom, None, None, orderX, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Trust (Government Corruption), Freedom, None, None, orderY, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Trust (Government Corruption), Generosity, None, None, orderX, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Trust (Government Corruption), Generosity, None, None, orderY, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Trust (Government Corruption), Dystopia Residual, None, None, orderX, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Trust (Government Corruption), Dystopia Residual, None, None, orderY, bar, 0.0641025641025641 Score: 5.2359595448963475e+17 Less Than: 469
Node: Economy (GDP per Capita), Happiness Rank, None, None, None, bar, 0.06389776357827476 Score: 2.0943838179585372e+16 Less Than: 445
Node: Economy (GDP per Capita), Happiness Score, None, None, None, bar, 0.06389776357827476 Score: 2.0943838179585372e+16 Less Than: 445
Node: Economy (GDP per Capita), Family, None, None, None, bar, 0.06389776357827476 Score: 2.0943838179585372e+16 Less Than: 445
Node: Economy (GDP per Capita), Health (Life Expectancy), None, None, None, bar, 0.06389776357827476 Score: 2.0943838179585372e+16 Less Than: 445
Node: Economy (GDP per Capita), Freedom, None, None, None, bar, 0.06389776357827476 Score: 2.0943838179585372e+16 Less Than: 445
Node: Economy (GDP per Capita), Trust (Government Corruption), None, None, None, bar, 0.06389776357827476 Score: 2.0943838179585372e+16 Less Than: 445
Node: Economy (GDP per Capita), Generosity, None, None, None, bar, 0.06389776357827476 Score: 2.0943838179585372e+16 Less Than: 445
Node: Economy (GDP per Capita), Dystopia Residual, None, None, None, bar, 0.06389776357827476 Score: 2.0943838179585372e+16 Less Than: 445
Node: Economy (GDP per Capita), Happiness Rank, None, None, orderX, bar, 0.06389776357827476 Score: 2.0943838179585372e+16 Less Than: 445
Node: Economy (GDP per Capita), Happiness Rank, None, None, orderY, bar, 0.06389776357827476 Score: 2.0943838179585372e+16 Less Than: 445
Node: Economy (GDP per Capita), Happiness Score, None, None, orderX, bar, 0.06389776357827476 Score: 2.0943838179585372e+16 Less Than: 445
Node: Economy (GDP per Capita), Happiness Score, None, None, orderY, bar, 0.06389776357827476 Score: 2.0943838179585372e+16 Less Than: 445
Node: Economy (GDP per Capita), Family, None, None, orderX, bar, 0.06389776357827476 Score: 2.0943838179585372e+16 Less Than: 445
Node: Economy (GDP per Capita), Family, None, None, orderY, bar, 0.06389776357827476 Score: 2.0943838179585372e+16 Less Than: 445
Node: Economy (GDP per Capita), Health (Life Expectancy), None, None, orderX, bar, 0.06389776357827476 Score: 2.0943838179585372e+16 Less Than: 445
Node: Economy (GDP per Capita), Health (Life Expectancy), None, None, orderY, bar, 0.06389776357827476 Score: 2.0943838179585372e+16 Less Than: 445
Node: Economy (GDP per Capita), Freedom, None, None, orderX, bar, 0.06389776357827476 Score: 2.0943838179585372e+16 Less Than: 445
Node: Economy (GDP per Capita), Freedom, None, None, orderY, bar, 0.06389776357827476 Score: 2.0943838179585372e+16 Less Than: 445
Node: Economy (GDP per Capita), Trust (Government Corruption), None, None, orderX, bar, 0.06389776357827476 Score: 2.0943838179585372e+16 Less Than: 445
Node: Economy (GDP per Capita), Trust (Government Corruption), None, None, orderY, bar, 0.06389776357827476 Score: 2.0943838179585372e+16 Less Than: 445
Node: Economy (GDP per Capita), Generosity, None, None, orderX, bar, 0.06389776357827476 Score: 2.0943838179585372e+16 Less Than: 445
Node: Economy (GDP per Capita), Generosity, None, None, orderY, bar, 0.06389776357827476 Score: 2.0943838179585372e+16 Less Than: 445
Node: Economy (GDP per Capita), Dystopia Residual, None, None, orderX, bar, 0.06389776357827476 Score: 2.0943838179585372e+16 Less Than: 445
Node: Economy (GDP per Capita), Dystopia Residual, None, None, orderY, bar, 0.06389776357827476 Score: 2.0943838179585372e+16 Less Than: 445
Node: Family, Happiness Rank, None, None, None, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Family, Happiness Score, None, None, None, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Family, Economy (GDP per Capita), None, None, None, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Family, Health (Life Expectancy), None, None, None, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Family, Freedom, None, None, None, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Family, Trust (Government Corruption), None, None, None, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Family, Generosity, None, None, None, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Family, Dystopia Residual, None, None, None, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Generosity, Happiness Rank, None, None, None, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Generosity, Happiness Score, None, None, None, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Generosity, Economy (GDP per Capita), None, None, None, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Generosity, Family, None, None, None, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Generosity, Health (Life Expectancy), None, None, None, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Generosity, Freedom, None, None, None, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Generosity, Trust (Government Corruption), None, None, None, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Generosity, Dystopia Residual, None, None, None, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Family, Happiness Rank, None, None, orderX, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Family, Happiness Rank, None, None, orderY, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Family, Happiness Score, None, None, orderX, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Family, Happiness Score, None, None, orderY, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Family, Economy (GDP per Capita), None, None, orderX, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Family, Economy (GDP per Capita), None, None, orderY, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Family, Health (Life Expectancy), None, None, orderX, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Family, Health (Life Expectancy), None, None, orderY, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Family, Freedom, None, None, orderX, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Family, Freedom, None, None, orderY, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Family, Trust (Government Corruption), None, None, orderX, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Family, Trust (Government Corruption), None, None, orderY, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Family, Generosity, None, None, orderX, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Family, Generosity, None, None, orderY, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Family, Dystopia Residual, None, None, orderX, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Family, Dystopia Residual, None, None, orderY, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Generosity, Happiness Rank, None, None, orderX, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Generosity, Happiness Rank, None, None, orderY, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Generosity, Happiness Score, None, None, orderX, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Generosity, Happiness Score, None, None, orderY, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Generosity, Economy (GDP per Capita), None, None, orderX, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Generosity, Economy (GDP per Capita), None, None, orderY, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Generosity, Family, None, None, orderX, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Generosity, Family, None, None, orderY, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Generosity, Health (Life Expectancy), None, None, orderX, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Generosity, Health (Life Expectancy), None, None, orderY, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Generosity, Freedom, None, None, orderX, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Generosity, Freedom, None, None, orderY, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Generosity, Trust (Government Corruption), None, None, orderX, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Generosity, Trust (Government Corruption), None, None, orderY, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Generosity, Dystopia Residual, None, None, orderX, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Generosity, Dystopia Residual, None, None, orderY, bar, 0.06369426751592357 Score: 427425268971130.8 Less Than: 397
Node: Dystopia Residual, Happiness Rank, None, None, None, bar, 0.06349206349206349 Score: 17097010758845.195 Less Than: 373
Node: Dystopia Residual, Happiness Score, None, None, None, bar, 0.06349206349206349 Score: 17097010758845.195 Less Than: 373
Node: Dystopia Residual, Economy (GDP per Capita), None, None, None, bar, 0.06349206349206349 Score: 17097010758845.195 Less Than: 373
Node: Dystopia Residual, Family, None, None, None, bar, 0.06349206349206349 Score: 17097010758845.195 Less Than: 373
Node: Dystopia Residual, Health (Life Expectancy), None, None, None, bar, 0.06349206349206349 Score: 17097010758845.195 Less Than: 373
Node: Dystopia Residual, Freedom, None, None, None, bar, 0.06349206349206349 Score: 17097010758845.195 Less Than: 373
Node: Dystopia Residual, Trust (Government Corruption), None, None, None, bar, 0.06349206349206349 Score: 17097010758845.195 Less Than: 373
Node: Dystopia Residual, Generosity, None, None, None, bar, 0.06349206349206349 Score: 17097010758845.195 Less Than: 373
Node: Dystopia Residual, Happiness Rank, None, None, orderX, bar, 0.06349206349206349 Score: 17097010758845.195 Less Than: 373
Node: Dystopia Residual, Happiness Rank, None, None, orderY, bar, 0.06349206349206349 Score: 17097010758845.195 Less Than: 373
Node: Dystopia Residual, Happiness Score, None, None, orderX, bar, 0.06349206349206349 Score: 17097010758845.195 Less Than: 373
Node: Dystopia Residual, Happiness Score, None, None, orderY, bar, 0.06349206349206349 Score: 17097010758845.195 Less Than: 373
Node: Dystopia Residual, Economy (GDP per Capita), None, None, orderX, bar, 0.06349206349206349 Score: 17097010758845.195 Less Than: 373
Node: Dystopia Residual, Economy (GDP per Capita), None, None, orderY, bar, 0.06349206349206349 Score: 17097010758845.195 Less Than: 373
Node: Dystopia Residual, Family, None, None, orderX, bar, 0.06349206349206349 Score: 17097010758845.195 Less Than: 373
Node: Dystopia Residual, Family, None, None, orderY, bar, 0.06349206349206349 Score: 17097010758845.195 Less Than: 373
Node: Dystopia Residual, Health (Life Expectancy), None, None, orderX, bar, 0.06349206349206349 Score: 17097010758845.195 Less Than: 373
Node: Dystopia Residual, Health (Life Expectancy), None, None, orderY, bar, 0.06349206349206349 Score: 17097010758845.195 Less Than: 373
Node: Dystopia Residual, Freedom, None, None, orderX, bar, 0.06349206349206349 Score: 17097010758845.195 Less Than: 373
Node: Dystopia Residual, Freedom, None, None, orderY, bar, 0.06349206349206349 Score: 17097010758845.195 Less Than: 373
Node: Dystopia Residual, Trust (Government Corruption), None, None, orderX, bar, 0.06349206349206349 Score: 17097010758845.195 Less Than: 373
Node: Dystopia Residual, Trust (Government Corruption), None, None, orderY, bar, 0.06349206349206349 Score: 17097010758845.195 Less Than: 373
Node: Dystopia Residual, Generosity, None, None, orderX, bar, 0.06349206349206349 Score: 17097010758845.195 Less Than: 373
Node: Dystopia Residual, Generosity, None, None, orderY, bar, 0.06349206349206349 Score: 17097010758845.195 Less Than: 373
Node: Health (Life Expectancy), Trust (Government Corruption), None, None, None, scatter, 0.062386437609623736 Score: 2442430108406.428 Less Than: 367
Node: Trust (Government Corruption), Health (Life Expectancy), None, None, None, scatter, 0.062386437609623736 Score: 2442430108406.428 Less Than: 367
Node: Health (Life Expectancy), Trust (Government Corruption), None, None, orderX, scatter, 0.062386437609623736 Score: 2442430108406.428 Less Than: 367
Node: Health (Life Expectancy), Trust (Government Corruption), None, None, orderY, scatter, 0.062386437609623736 Score: 2442430108406.428 Less Than: 367
Node: Trust (Government Corruption), Health (Life Expectancy), None, None, orderX, scatter, 0.062386437609623736 Score: 2442430108406.428 Less Than: 367
Node: Trust (Government Corruption), Health (Life Expectancy), None, None, orderY, scatter, 0.062386437609623736 Score: 2442430108406.428 Less Than: 367
Node: Trust (Government Corruption), Family, None, None, None, scatter, 0.04204965850573558 Score: 610607527100.9835 Less Than: 364
Node: Trust (Government Corruption), Family, None, None, orderX, scatter, 0.04204965850573558 Score: 610607527100.9835 Less Than: 364
Node: Trust (Government Corruption), Family, None, None, orderY, scatter, 0.04204965850573558 Score: 610607527100.9835 Less Than: 364
Node: Family, Trust (Government Corruption), None, None, None, scatter, 0.04204965850573557 Score: 152651881775.2457 Less Than: 361
Node: Family, Trust (Government Corruption), None, None, orderX, scatter, 0.04204965850573557 Score: 152651881775.2457 Less Than: 361
Node: Family, Trust (Government Corruption), None, None, orderY, scatter, 0.04204965850573557 Score: 152651881775.2457 Less Than: 361
Node: Generosity, Happiness Score, None, None, None, scatter, 0.028315544002109873 Score: 38162970443.39822 Less Than: 358
Node: Generosity, Happiness Score, None, None, orderX, scatter, 0.028315544002109873 Score: 38162970443.39822 Less Than: 358
Node: Generosity, Happiness Score, None, None, orderY, scatter, 0.028315544002109873 Score: 38162970443.39822 Less Than: 358
Node: Happiness Score, Generosity, None, None, None, scatter, 0.028315544002109866 Score: 9540742610.849602 Less Than: 355
